yearID,playerID,salary,G_fielding,GS_fielding,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR,W,L,G_pitching,GS_pitching,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP_right,HBP,BK,BFP,GF,R,SH,SF,GIDP,G_batting2,G_batting_total,AB,R_right,H_right,2B,3B,HR_right,RBI,SB_right,CS_right,BB_right,SO_right,IBB_right,HBP_right,SH_right,SF_right,GIDP_right,G_old,Training_Validation
2014,mileywa01,523500,33,33,604,7,27,3,2,0,0,0,0,0,8,12,33,33,0,0,0,604,207,97,23,75,183,0.269,4.34,3,9,4,0,866,0,103,8,9,18,33,0,57,3,9,0,0,0,1,0,0,3,14,0,0,9,0,0,0,Training
2015,mileywa01,3666000,32,32,581,7,30,1,1,0,0,0,0,0,11,11,32,32,1,0,0,581,201,96,17,64,147,0.265,4.46,0,10,4,1,831,0,98,3,2,13,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2016,mileywa01,16329674,30,30,498,2,21,0,0,0,0,0,0,0,9,13,30,30,1,1,0,498,187,99,25,49,137,0.2945,5.575,1,8,6,2,711,0,100,2,5,20,30,0,11,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,Validation
2006,millake01,2100000,98,97,2377,764,62,4,74,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,132,0,430,64,117,26,0,15,64,1,1,59,74,3,12,0,2,14,0,Training
2007,millake01,2750000,104,103,2664,853,66,1,94,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,140,0,476,63,121,26,1,17,63,1,1,76,94,2,8,0,2,8,0,Training
2008,millake01,3800000,130,128,3394,1099,110,6,128,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,145,0,531,73,124,25,0,20,72,0,1,71,93,3,2,0,6,8,0,Training
2009,millake01,850000,50,46,1223,380,31,4,42,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,78,0,251,29,56,14,0,7,29,0,0,31,49,0,1,0,0,10,0,Training
2008,millean01,2212500,29,20,322,5,8,1,0,0,0,0,0,0,6,10,29,20,0,0,0,322,120,70,7,56,89,0.289,5.87,4,4,4,0,492,1,78,10,7,9,29,0,30,1,2,0,0,0,3,0,0,0,16,0,0,2,0,0,0,Training
2009,millean01,2462500,20,14,240,6,8,1,1,0,0,0,0,0,3,5,20,14,0,0,0,240,85,43,7,43,59,0.273,4.84,1,10,2,0,366,1,52,6,4,6,20,0,24,0,2,0,0,0,0,0,0,0,8,0,0,2,0,0,0,Training
2010,millean01,1790219,9,7,98,1,4,0,0,0,0,0,0,0,1,5,9,7,0,0,0,98,51,31,6,26,28,0.372,8.54,2,5,1,0,171,1,34,5,2,5,9,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Training
2012,millean01,1040000,53,0,121,1,2,1,0,0,0,0,0,0,3,2,53,0,0,0,0,121,28,15,3,20,51,0.194,3.35,1,1,2,0,169,4,15,0,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2013,millean01,1475000,37,0,92,2,2,1,0,0,0,0,0,0,1,2,37,0,0,0,0,92,25,9,3,17,48,0.217,2.64,0,2,2,0,135,11,12,1,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2014,millean01,1900000,73,0,187,0,8,1,0,0,0,0,0,0,5,5,73,0,0,0,1,187,33,14,3,17,103,0.14350000000000002,1.845,2,3,5,0,242,15,16,2,2,2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2015,millean01,9000000,60,0,185,2,2,1,0,0,0,0,0,0,3,2,60,0,0,0,36,185,33,14,5,20,100,0.151,2.04,1,2,5,0,246,53,16,1,2,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2016,millean01,9000000,70,0,223,4,2,0,0,0,0,0,0,0,10,1,70,0,0,0,12,223,42,12,8,9,123,0.1565,1.47,0,1,2,0,275,23,13,1,1,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validation
2014,millebr02,510100,122,107,2923,150,282,19,51,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,123,0,367,47,81,15,4,10,36,4,2,34,95,2,2,3,3,2,0,Training
2015,millebr02,527600,137,119,3202,175,293,17,61,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,144,0,438,44,113,22,4,11,46,13,4,47,101,0,2,4,6,7,0,Training
2016,millebr02,527600,145,133,3489,409,227,19,62,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,152,0,548,73,133,29,6,30,81,6,4,47,149,0,3,0,3,5,0,Validation
2008,milleco01,400000,29,17,493,129,18,3,0,4,0,9,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,60,4,5,0,0,1,5,0,0,5,15,0,0,1,1,2,0,Training
2009,milleco01,450000,32,28,756,193,15,0,4,2,0,19,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,95,9,18,4,0,1,15,0,0,12,23,0,1,2,1,2,0,Training
2006,milleda02,3250000,98,98,2520,648,43,2,4,3,0,36,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,101,0,331,34,83,28,0,6,38,0,0,33,86,7,4,3,5,11,0,Training
2007,milleda02,2250000,57,51,1357,363,28,2,2,1,0,24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,186,19,44,9,0,4,24,1,0,14,39,0,3,0,3,8,0,Training
2008,milleju01,750000,46,0,140,2,3,0,0,0,0,0,0,0,4,2,46,0,0,0,0,140,46,22,4,20,43,0.258,4.24,3,1,3,1,202,8,26,0,1,3,46,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2016,milleju02,509500,40,0,128,3,2,0,0,0,0,0,0,0,1,1,40,0,0,0,0,128,50,27,6,20,45,0.298,5.7,0,3,2,1,194,13,27,0,3,3,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Validation
2007,millela02,383000,52,46,1254,112,2,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,184,27,50,9,1,7,29,3,2,13,42,2,7,1,1,5,0,Training
2008,millela02,402500,134,134,3557,348,1,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,138,0,523,65,140,24,2,14,61,24,9,38,96,1,14,5,7,19,0,Training
2009,millela02,452000,61,61,1627,122,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,244,21,68,11,0,4,21,7,4,13,47,0,4,2,2,5,0,Training
2010,millela02,452000,105,97,2570,190,6,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,113,0,379,38,105,21,3,4,34,5,3,28,62,3,3,2,0,7,0,Training
2011,millela02,500000,2,1,33,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2006,millema02,337400,14,0,47,0,1,0,0,0,0,0,0,0,1,0,14,0,0,0,0,47,11,6,2,9,12,0.212,3.45,0,0,2,0,65,3,6,0,2,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2007,millema02,560000,2,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0.4,0.0,0,0,0,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2013,millesh01,490000,31,31,520,10,13,1,0,0,0,0,0,0,15,9,31,31,1,1,0,520,152,59,20,57,169,0.234,3.06,0,2,5,0,722,0,65,7,3,11,31,0,53,3,4,1,0,1,2,0,0,1,29,0,1,8,0,2,0,Training
2014,millesh01,521000,32,31,549,15,11,1,0,0,0,0,0,0,10,9,32,31,1,1,0,549,160,76,22,73,127,0.236,3.74,4,4,2,0,764,0,78,7,4,14,32,0,48,6,9,5,0,0,4,0,0,2,25,0,0,13,0,1,0,Training
2015,millesh01,535000,33,33,616,9,22,5,3,0,0,0,0,0,6,17,33,33,2,2,0,616,183,69,13,73,171,0.238,3.02,8,5,6,2,860,0,82,8,4,17,33,0,56,1,3,2,0,0,0,0,0,4,29,0,0,11,0,0,0,Training
2016,millesh01,4350000,21,20,306,6,5,0,1,0,0,0,0,0,3,12,20,20,1,1,0,303,127,69,14,42,70,0.31,6.15,3,3,2,0,460,0,72,3,3,8,21,0,32,4,4,1,1,0,0,0,0,0,21,0,0,2,0,0,0,Validation
2006,milletr02,1300000,70,0,152,3,4,0,1,0,0,0,0,0,2,3,70,0,0,0,1,152,42,17,7,13,56,0.225,3.02,2,1,4,0,207,14,17,1,2,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2007,milletr02,1300000,76,0,139,1,3,0,0,0,0,0,0,0,0,0,76,0,0,0,1,139,45,25,6,23,46,0.249,4.86,6,1,4,0,211,12,26,3,0,2,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2008,milletr02,1600000,68,0,130,2,4,0,2,0,0,0,0,0,2,0,68,0,0,0,2,130,39,20,2,20,44,0.242,4.15,1,1,4,0,187,16,21,1,1,5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2009,milletr02,500000,70,0,131,4,5,1,1,0,0,0,0,0,4,1,70,0,0,0,0,131,31,10,5,11,46,0.197,2.06,1,1,2,0,173,9,11,2,1,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2010,milletr02,2000000,57,0,108,9,13,0,2,0,0,0,0,0,0,1,57,0,0,0,0,108,30,16,2,16,22,0.233,4.0,0,4,2,0,151,3,17,2,2,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2011,milletr02,2000000,48,0,64,3,5,0,1,0,0,0,0,0,0,1,48,0,0,0,1,64,25,9,2,12,12,0.227,2.9766666666666666,2,2,2,0,101,5,9,1,2,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2006,millewa04,1000000,5,5,65,1,5,0,0,0,0,0,0,0,0,2,5,5,0,0,0,65,19,11,4,18,20,0.232,4.57,1,1,1,0,103,0,12,2,0,0,5,0,7,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,Training
2007,millewa04,1500000,3,3,41,0,1,0,0,0,0,0,0,0,0,1,3,3,0,0,0,41,24,16,5,6,6,0.381,10.54,0,0,0,0,70,0,16,1,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2006,millwke01,7868893,34,34,645,13,29,0,4,0,0,0,0,0,16,12,34,34,2,0,0,645,228,108,23,53,157,0.272,4.52,4,6,4,0,907,0,114,8,3,21,34,0,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,Training
2007,millwke01,9836116,31,31,518,4,13,3,0,0,0,0,0,0,10,14,31,31,0,0,0,518,213,99,19,67,123,0.301,5.16,2,4,8,0,788,0,111,1,4,18,31,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Training
2008,millwke01,10368892,29,29,506,8,24,2,1,0,0,0,0,0,9,10,29,29,3,0,0,506,220,95,18,49,125,0.312,5.07,3,2,6,1,767,0,104,5,2,10,29,0,4,1,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,Training
2009,millwke01,12868892,31,31,596,9,26,0,4,0,0,0,0,0,13,10,31,31,3,0,0,596,195,81,26,71,123,0.257,3.67,0,8,11,0,850,0,88,4,5,19,31,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2010,millwke01,12000000,31,31,572,17,14,0,0,0,0,0,0,0,4,16,31,31,1,0,0,572,223,108,30,65,132,0.292,5.1,2,7,6,1,842,0,116,6,2,16,31,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Training
2012,millwke01,1000000,28,28,483,11,17,0,2,0,0,0,0,0,6,12,28,28,1,1,0,483,168,76,13,56,107,0.271,4.25,3,5,3,0,689,0,86,6,4,20,28,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Training
2012,milonto01,480000,31,31,570,5,18,1,1,0,0,0,0,0,13,10,31,31,1,0,0,570,207,79,24,36,137,0.278,3.74,2,2,4,0,791,0,90,3,3,19,31,0,5,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,Training
2013,milonto01,495000,28,26,469,6,11,1,0,0,0,0,0,0,12,9,28,26,1,0,0,469,160,72,25,39,126,0.258,4.14,2,1,2,0,667,0,83,0,6,10,28,0,8,2,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Training
2014,milonto01,510000,22,21,354,5,18,1,2,0,0,0,0,0,6,4,22,21,0,0,0,354,128,55,16,37,75,0.304,5.305,2,0,5,0,519,1,63,1,2,6,23,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2015,milonto01,2775000,24,23,386,9,16,0,0,0,0,0,0,0,9,5,24,23,0,0,1,386,128,56,17,36,91,0.26,3.92,1,3,1,0,543,1,64,6,7,7,24,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2016,milonto01,4500000,19,12,208,3,12,0,0,0,0,0,0,0,3,5,19,12,0,0,0,208,84,44,15,22,49,0.299,5.71,3,3,1,1,311,3,53,4,3,6,19,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validation
2006,miltoer01,9833333,26,26,458,5,19,0,1,0,0,0,0,0,8,8,26,26,0,0,0,458,163,88,29,42,90,0.269,5.19,4,2,5,0,662,0,94,6,3,7,28,0,49,8,11,3,1,0,3,0,0,2,24,0,0,6,1,1,0,Training
2007,miltoer01,10333333,6,6,94,0,6,0,0,0,0,0,0,0,0,4,6,6,0,0,0,94,39,18,4,9,18,0.298,5.17,0,2,0,0,143,0,21,3,0,2,6,0,7,0,1,0,0,0,2,0,0,0,2,0,0,2,0,0,0,Training
2008,minerza01,410000,45,13,354,5,17,0,2,0,0,0,0,0,8,5,45,13,0,0,0,354,118,56,10,46,62,0.262,4.27,3,4,6,0,509,3,60,4,3,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2009,minerza01,437500,51,5,277,3,12,0,0,0,0,0,0,0,7,5,51,5,0,0,1,277,101,44,11,45,62,0.281,4.29,1,2,2,0,409,9,49,2,1,14,51,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2010,minerza01,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
2012,minormi01,482500,30,30,538,2,22,0,1,0,0,0,0,0,11,10,30,30,0,0,0,538,151,82,26,56,145,0.232,4.12,7,3,5,0,728,0,88,8,8,17,30,0,55,5,4,1,0,0,0,0,0,2,26,0,0,4,0,1,0,Training
2013,minormi01,505000,32,32,614,5,20,0,1,0,0,0,0,0,13,9,32,32,1,0,0,614,177,73,22,46,181,0.232,3.21,2,5,1,0,820,0,79,5,6,9,32,0,61,3,10,1,0,1,6,0,0,2,25,0,0,7,0,0,0,Training
2014,minormi01,3850000,25,25,436,4,15,0,0,0,0,0,0,0,6,12,25,25,0,0,0,436,165,77,21,44,120,0.285,4.77,2,5,6,0,637,0,77,6,2,12,25,0,45,4,7,1,0,1,4,0,0,1,16,0,0,2,0,0,0,Training
2016,minormi01,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation
2006,mirabdo01,1500000,66,50,1347,335,20,2,3,12,0,39,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,183,13,35,7,0,6,25,0,0,15,59,0,4,0,0,2,0,Training
2007,mirabdo01,750000,46,33,878,194,19,1,4,6,0,35,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,114,9,23,3,0,5,16,0,0,11,41,0,1,1,0,4,0,Training
2011,miranju01,420000,46,46,1203,367,24,4,36,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,174,18,37,8,2,7,23,0,1,23,48,1,3,2,0,1,0,Training
2016,mitchbr01,516650,5,5,75,0,1,0,0,0,0,0,0,0,1,2,5,5,0,0,0,75,26,9,1,12,11,0.277,3.24,0,0,0,0,107,0,13,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validation
2006,mitrese01,330000,15,7,123,2,7,2,1,0,0,0,0,0,1,5,15,7,0,0,0,123,44,26,7,20,31,0.275,5.71,3,1,6,0,189,3,28,2,1,5,16,0,12,2,2,1,0,0,1,0,0,0,4,0,0,2,0,0,0,Training
2007,mitrese01,380000,27,27,447,18,29,1,0,0,0,0,0,0,5,8,27,27,0,0,0,447,180,77,9,41,80,0.303,4.65,3,6,10,0,662,0,88,6,10,18,27,0,38,0,3,1,0,0,0,0,0,2,19,0,0,7,0,1,0,Training
2008,mitrese01,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
2010,mitrese01,850000,27,3,162,5,7,0,0,0,0,0,0,0,0,3,27,3,0,0,1,162,43,20,7,16,29,0.223,3.33,0,1,2,0,213,13,23,1,1,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2011,mitrese01,900000,26,0,115,2,7,1,1,0,0,0,0,0,0,1,26,0,0,0,0,115,39,19,3,14,16,0.3075,7.54,0,1,2,0,168,12,23,1,2,5,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2010,mockga01,411000,1,1,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,4,2,2,5,3,0.286,5.4,0,0,0,0,19,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2006,moehlbr01,1500000,29,21,366,8,18,1,1,0,0,0,0,0,7,11,29,21,0,0,0,366,164,89,19,38,58,0.325,6.57,3,2,5,1,556,2,95,7,2,15,31,0,31,1,2,0,0,0,2,0,0,1,15,0,1,7,0,0,0,Training
2007,moehlbr01,500000,42,0,179,8,7,0,3,0,0,0,0,0,1,4,42,0,0,0,1,179,67,27,8,17,36,0.282,4.07,3,1,0,0,257,29,29,1,1,11,42,0,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Training
2008,moehlbr01,500000,31,26,450,14,10,1,0,0,0,0,0,0,11,8,31,26,0,0,0,450,166,76,20,36,82,0.279,4.56,1,3,4,0,650,0,79,7,8,7,31,0,44,1,1,1,0,0,0,0,0,4,27,0,0,2,0,0,0,Training
2009,moehlbr01,2300000,29,29,464,13,20,1,4,0,0,0,0,0,8,12,29,29,1,0,0,464,187,94,21,51,91,0.298,5.47,12,4,4,0,694,0,101,9,3,16,29,0,42,0,1,0,0,0,0,0,0,1,18,0,1,3,0,1,0,Training
2010,moehlbr01,3000000,20,8,170,6,3,0,1,0,0,0,0,0,1,4,20,8,0,0,0,170,66,31,5,26,28,0.299,4.92,1,0,1,1,249,5,32,0,1,11,20,0,10,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Training
2006,moellch01,700000,29,25,693,192,15,1,0,0,0,22,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,98,9,18,3,0,2,5,0,0,4,26,0,2,0,0,3,0,Training
2007,moellch01,700000,24,11,347,97,6,0,0,0,0,11,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,56,8,9,1,0,1,2,0,0,0,18,0,1,1,0,3,0,Training
2009,moellch01,800000,30,28,718,194,6,0,0,3,0,25,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,89,6,23,8,1,2,10,0,0,7,16,0,1,1,2,3,0,Training
2006,molinbe01,4500000,99,98,2526,614,48,2,6,11,0,68,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,117,0,433,44,123,20,1,19,57,1,1,19,47,1,4,0,2,15,0,Training
2007,molinbe01,4000000,129,125,3312,808,61,8,4,16,0,53,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,134,0,497,38,137,19,1,19,81,0,0,15,53,2,2,1,2,13,0,Training
2008,molinbe01,6250000,136,132,3385,987,71,5,6,5,0,68,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,145,0,530,46,155,33,0,16,95,0,0,19,38,5,9,0,11,23,0,Training
2009,molinbe01,6500000,123,120,3126,942,77,5,8,4,0,85,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,132,0,491,52,130,25,1,20,80,0,0,13,68,3,5,0,11,14,0,Training
2010,molinbe01,4500000,113,105,2693,751,60,6,5,4,0,79,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,118,0,377,27,94,12,1,5,36,0,0,24,34,4,4,5,6,14,0,Training
2007,molingu01,380000,16,9,246,53,3,0,0,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,27,1,3,1,0,0,1,0,0,1,7,0,0,1,1,0,0,Training
2011,molingu01,455000,3,2,57,9,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2006,molinjo01,850000,79,71,1825,506,50,8,6,5,0,27,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,78,0,225,18,54,17,0,4,22,1,0,9,49,0,2,7,2,6,0,Training
2007,molinjo01,1350000,69,53,1477,436,30,4,3,4,0,31,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,191,18,49,13,0,1,19,2,1,5,43,0,0,5,1,4,0,Training
2008,molinjo01,1875000,98,81,2214,634,52,3,6,7,0,42,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,268,32,58,17,0,3,18,0,0,12,52,0,6,8,3,9,0,Training
2009,molinjo01,2125000,53,42,1095,370,23,1,2,3,0,23,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,138,15,30,4,0,1,11,0,0,14,28,0,1,1,1,6,0,Training
2010,molinjo01,800000,56,51,1334,417,37,2,3,5,0,19,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,167,13,41,4,0,6,12,1,0,9,36,1,5,2,0,7,0,Training
2011,molinjo01,1200000,48,44,1197,342,24,1,3,8,0,24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,171,19,48,12,1,3,15,2,1,15,44,0,1,4,0,2,0,Training
2012,molinjo01,1500000,102,80,2129,657,41,4,8,6,0,39,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,102,0,251,27,56,9,0,8,32,3,1,20,60,0,2,1,0,9,0,Training
2013,molinjo01,1500000,96,87,2248,674,34,4,5,8,0,56,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,283,26,66,14,0,2,18,2,1,22,63,1,2,3,3,11,0,Training
2014,molinjo01,1750000,80,70,1885,659,30,2,2,4,0,38,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,225,4,40,2,0,0,10,3,0,14,55,0,2,4,2,8,0,Training
2006,molinya01,400000,131,118,3127,739,79,5,7,7,0,37,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,129,0,417,29,90,26,0,6,49,1,2,26,41,2,8,8,2,15,0,Training
2007,molinya01,525000,108,101,2587,583,63,6,8,7,0,23,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,353,30,97,15,0,6,40,1,1,34,43,5,3,2,4,18,0,Training
2008,molinya01,1812500,121,115,3039,666,73,10,8,5,0,34,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,124,0,444,37,135,18,0,7,56,0,2,32,29,4,1,3,5,21,0,Training
2009,molinya01,3312500,144,136,3560,894,83,5,8,4,0,32,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,140,0,481,45,141,23,1,6,54,9,3,50,39,2,6,6,1,27,0,Training
2010,molinya01,4312500,142,130,3435,902,79,5,12,7,0,35,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,136,0,465,34,122,19,0,6,62,8,4,42,51,6,7,2,5,19,0,Training
2011,molinya01,5312500,139,132,3456,860,67,6,5,6,0,46,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,139,0,475,55,145,32,1,14,65,4,5,33,44,4,1,5,4,21,0,Training
2012,molinya01,7000000,139,133,3511,973,90,3,12,6,0,38,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,138,0,505,65,159,28,0,22,76,12,3,45,55,4,5,3,5,10,0,Training
2013,molinya01,14200000,136,131,3400,993,64,4,12,3,0,26,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,136,0,505,68,161,44,0,12,80,3,2,30,55,4,3,0,3,14,0,Training
2014,molinya01,15000000,108,107,2822,820,57,2,10,3,0,23,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,110,0,404,40,114,21,0,7,38,1,1,28,55,4,6,1,6,14,0,Training
2015,molinya01,15000000,134,131,3449,1064,56,7,9,4,0,37,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,136,0,488,34,132,23,2,4,61,3,1,32,59,3,0,1,9,16,0,Training
2016,molinya01,14200000,148,143,3676,1123,61,2,5,8,0,67,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,147,0,534,56,164,38,1,8,58,3,2,39,63,1,6,0,2,22,0,Validation
2010,monasca01,400000,32,13,265,4,11,1,0,0,0,0,0,0,3,5,32,13,0,0,0,265,99,43,15,29,52,0.28,4.38,3,7,8,1,399,5,48,5,4,5,32,0,14,1,1,0,0,0,0,0,0,0,7,0,0,4,0,0,0,Training
2006,monrocr01,2800000,116,112,2923,181,12,4,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,147,0,541,89,138,35,2,28,92,2,2,37,126,3,1,0,6,14,0,Training
2007,monrocr01,4775000,114,101,2684,185,6,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,122,0,392,53,86,23,0,12,59,0,4,26,107,0,2,1,6,13,0,Training
2008,monrocr01,3820000,11,9,248,18,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,163,22,33,9,0,8,29,0,1,16,48,1,0,0,0,3,0,Training
2009,monrocr01,750000,17,13,363,31,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,79,8,17,2,0,3,16,0,0,7,21,1,1,0,0,4,0,Training
2016,montafr01,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation
2012,monteje01,486900,56,55,1463,409,22,3,3,7,0,54,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,135,0,515,46,134,20,0,15,62,0,2,29,99,4,2,0,7,15,0,Training
2013,monteje01,503300,26,25,676,207,11,1,0,3,0,23,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,101,6,21,1,1,3,9,0,1,8,21,0,0,0,1,2,0,Training
2007,montemi01,380000,73,57,1532,340,30,6,5,5,0,35,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,214,30,48,7,0,10,37,0,0,20,35,2,3,1,6,7,0,Training
2008,montemi01,400500,53,45,1214,352,23,4,2,0,0,27,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,184,24,47,16,1,5,18,0,0,19,49,3,2,1,1,1,0,Training
2009,montemi01,425000,111,101,2774,733,60,9,4,4,0,67,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,128,0,425,61,125,30,0,16,59,1,2,38,78,5,3,2,2,6,0,Training
