yearID,playerID,POS,lgID,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR,awardID,Training_Validation
2015,middlwi01,SS,NL,8,4,117,5,11,0,3,0,0,0,0,0,,Training
2016,middlwi01,3B,NL,8,8,188,6,19,0,3,0,0,0,0,0,,Training
2017,middlwi01,3B,AL,19,6,252,9,25,2,2,0,0,0,0,0,,Training
2017,middlwi01,1B,AL,1,1,27,7,0,0,2,0,0,0,0,0,,Training
2013,mijarjo01,P,NL,60,0,147,0,4,2,0,0,0,0,0,0,,Training
2013,mikolmi01,P,NL,2,0,5,0,0,0,0,0,0,0,0,0,,Training
2014,mikolmi01,P,AL,10,10,172,5,5,2,1,0,0,0,0,0,,Training
2018,mikolmi01,P,NL,32,32,602,19,30,2,3,0,0,0,0,0,,Training
2019,mikolmi01,P,NL,32,32,552,14,30,0,2,0,0,0,0,0,,Training
2021,mikolmi01,P,NL,9,9,134,4,9,0,0,0,0,0,0,0,,Training
2022,mikolmi01,P,NL,33,32,607,17,14,0,1,0,0,0,0,0,,Training
2023,mikolmi01,P,NL,35,35,604,18,13,0,2,0,0,0,0,0,,Validation
2013,mileywa01,P,NL,33,33,608,14,24,0,0,0,0,0,0,0,,Training
2014,mileywa01,P,NL,33,33,604,7,27,3,2,0,0,0,0,0,,Training
2015,mileywa01,P,AL,32,32,581,7,30,1,1,0,0,0,0,0,,Training
2016,mileywa01,P,AL,30,30,498,2,21,0,0,0,0,0,0,0,,Training
2017,mileywa01,P,AL,32,32,472,3,21,2,2,0,0,0,0,0,,Training
2018,mileywa01,P,NL,16,16,242,5,11,1,1,0,0,0,0,0,,Training
2019,mileywa01,P,AL,33,33,502,7,19,1,1,0,0,0,0,0,,Training
2020,mileywa01,P,NL,6,4,43,3,1,0,0,0,0,0,0,0,,Training
2021,mileywa01,P,NL,28,28,489,3,30,2,3,0,0,0,0,0,,Training
2022,mileywa01,P,NL,9,8,111,0,3,1,0,0,0,0,0,0,,Training
2023,mileywa01,P,NL,23,23,361,4,17,0,2,0,0,0,0,0,,Validation
2023,milladr01,C,NL,10,8,231,65,2,1,1,0,2,9,2,0,,Validation
2013,millean01,P,AL,37,0,92,2,2,1,0,0,0,0,0,0,,Training
2014,millean01,P,AL,73,0,187,0,8,1,0,0,0,0,0,0,,Training
2015,millean01,P,AL,60,0,185,2,2,1,0,0,0,0,0,0,,Training
2016,millean01,P,AL,70,0,223,4,2,0,0,0,0,0,0,0,,Training
2017,millean01,P,AL,57,0,188,4,1,0,0,0,0,0,0,0,,Training
2018,millean01,P,AL,37,0,102,0,3,0,0,0,0,0,0,0,,Training
2019,millean01,P,NL,73,0,164,3,5,0,0,0,0,0,0,0,,Training
2020,millean01,P,NL,16,0,39,0,1,0,0,0,0,0,0,0,,Training
2021,millean01,P,NL,40,0,108,1,5,0,2,0,0,0,0,0,,Training
2023,millebo05,P,NL,22,22,373,16,9,2,1,0,0,0,0,0,,Validation
2013,millebr02,3B,AL,3,0,24,0,1,0,0,0,0,0,0,0,,Training
2013,millebr02,SS,AL,68,62,1683,87,155,7,30,0,0,0,0,0,,Training
2013,millebr02,2B,AL,13,11,288,22,25,1,5,0,0,0,0,0,,Training
2014,millebr02,SS,AL,107,105,2772,145,267,18,48,0,0,0,0,0,,Training
2014,millebr02,2B,AL,13,2,136,5,15,1,3,0,0,0,0,0,,Training
2014,millebr02,3B,AL,2,0,15,0,0,0,0,0,0,0,0,0,,Training
2015,millebr02,OF,AL,35,30,759,53,1,1,0,0,0,0,0,0,,Training
2015,millebr02,3B,AL,2,1,27,0,1,1,0,0,0,0,0,0,,Training
2015,millebr02,2B,AL,11,5,165,13,22,1,5,0,0,0,0,0,,Training
2015,millebr02,SS,AL,89,83,2251,109,269,14,56,0,0,0,0,0,,Training
2016,millebr02,1B,AL,39,36,909,277,12,4,17,0,0,0,0,0,,Training
2016,millebr02,SS,AL,105,96,2562,132,215,14,45,0,0,0,0,0,,Training
2016,millebr02,OF,AL,1,1,18,0,0,1,0,0,0,0,0,0,,Training
2017,millebr02,2B,AL,98,87,2369,133,213,11,58,0,0,0,0,0,,Training
2018,millebr02,2B,AL,6,2,75,5,7,0,0,0,0,0,0,0,,Training
2018,millebr02,1B,NL,1,0,18,4,0,0,0,0,0,0,0,0,,Training
2018,millebr02,1B,AL,35,34,907,303,8,3,22,0,0,0,0,0,,Training
2018,millebr02,SS,NL,6,5,102,6,4,3,1,0,0,0,0,0,,Training
2018,millebr02,2B,NL,15,13,321,26,31,1,9,0,0,0,0,0,,Training
2019,millebr02,SS,NL,1,0,6,0,1,0,0,0,0,0,0,0,,Training
2019,millebr02,3B,NL,19,14,323,5,27,2,1,0,0,0,0,0,,Training
2019,millebr02,OF,NL,17,12,312,20,2,0,0,0,0,0,0,0,,Training
2019,millebr02,2B,AL,13,12,282,7,22,2,2,0,0,0,0,0,,Training
2020,millebr02,2B,NL,1,1,15,0,2,0,0,0,0,0,0,0,,Training
2020,millebr02,3B,NL,15,11,261,2,16,5,2,0,0,0,0,0,,Training
2020,millebr02,SS,NL,2,1,24,1,2,0,1,0,0,0,0,0,,Training
2021,millebr02,1B,NL,58,47,1176,325,36,3,35,0,0,0,0,0,,Training
2021,millebr02,OF,NL,20,17,403,20,0,2,0,0,0,0,0,0,,Training
2021,millebr02,2B,NL,13,8,223,14,19,0,7,0,0,0,0,0,,Training
2021,millebr02,3B,NL,8,4,115,4,10,0,0,0,0,0,0,0,,Training
2022,millebr02,OF,AL,29,24,623,35,1,0,0,0,0,0,0,0,,Training
2022,millebr02,3B,AL,27,12,411,5,30,2,5,0,0,0,0,0,,Training
2023,millebr02,P,AL,1,0,6,0,0,0,0,0,0,0,0,0,,Validation
2023,millebr02,1B,AL,5,0,27,6,1,0,0,0,0,0,0,0,,Validation
2023,millebr02,3B,AL,1,0,6,1,0,0,0,0,0,0,0,0,,Validation
2021,millebr03,OF,NL,4,3,87,2,1,0,0,0,0,0,0,0,,Training
2023,millebr04,P,AL,25,25,394,8,9,1,0,0,0,0,0,0,,Validation
2013,milleco01,C,NL,16,12,306,103,6,1,1,1,0,7,2,0,,Training
2019,milleia01,OF,AL,12,3,142,22,1,0,0,0,0,0,0,0,,Training
2013,milleji02,P,AL,1,0,4,0,0,0,0,0,0,0,0,0,,Training
2014,milleji02,P,AL,2,0,8,0,0,0,0,0,0,0,0,0,,Training
2014,milleju02,P,AL,8,0,37,0,2,0,0,0,0,0,0,0,,Training
2015,milleju02,P,NL,34,0,100,1,2,0,0,0,0,0,0,0,,Training
2016,milleju02,P,NL,40,0,128,3,2,0,0,0,0,0,0,0,,Training
2018,milleju02,P,NL,51,0,157,1,5,1,0,0,0,0,0,0,,Training
2019,milleju02,P,NL,17,0,47,0,1,0,0,0,0,0,0,0,,Training
2021,milleju02,P,NL,23,0,57,0,1,0,0,0,0,0,0,0,,Training
2023,millema03,P,AL,10,6,100,2,1,0,1,0,0,0,0,0,,Validation
2016,millemi01,2B,AL,1,0,3,0,0,0,0,0,0,0,0,0,,Training
2021,milleow01,3B,AL,7,4,104,2,7,1,0,0,0,0,0,0,,Training
2021,milleow01,1B,AL,18,18,487,135,5,2,17,0,0,0,0,0,,Training
2021,milleow01,2B,AL,29,25,660,40,71,2,21,0,0,0,0,0,,Training
2021,milleow01,SS,AL,1,1,24,0,1,0,1,0,0,0,0,0,,Training
2022,milleow01,1B,AL,80,71,1914,497,48,6,49,0,0,0,0,0,,Training
2022,milleow01,3B,AL,4,0,21,0,4,0,2,0,0,0,0,0,,Training
2022,milleow01,2B,AL,25,23,634,33,46,4,10,0,0,0,0,0,,Training
2023,milleow01,2B,NL,42,29,754,44,72,2,14,0,0,0,0,0,,Validation
2023,milleow01,3B,NL,23,18,459,12,40,1,2,0,0,0,0,0,,Validation
2023,milleow01,OF,NL,9,4,113,4,1,0,0,0,0,0,0,0,,Validation
2023,milleow01,1B,NL,35,22,629,182,15,3,15,0,0,0,0,0,,Validation
2013,millesh01,P,NL,31,31,520,10,13,1,0,0,0,0,0,0,,Training
2014,millesh01,P,NL,32,31,549,15,11,1,0,0,0,0,0,0,,Training
2015,millesh01,P,NL,33,33,616,9,22,5,3,0,0,0,0,0,,Training
2016,millesh01,P,NL,20,20,303,6,5,0,1,0,0,0,0,0,,Training
2016,millesh01,OF,NL,1,0,3,0,0,0,0,0,0,0,0,0,,Training
2017,millesh01,P,NL,4,4,66,1,2,0,0,0,0,0,0,0,,Training
2018,millesh01,P,NL,5,4,48,1,2,0,0,0,0,0,0,0,,Training
2019,millesh01,P,AL,19,8,132,1,0,0,0,0,0,0,0,0,,Training
2021,millesh01,P,NL,13,0,38,0,1,0,0,0,0,0,0,0,,Training
2022,millesh01,P,NL,4,0,21,0,0,0,0,0,0,0,0,0,,Training
2023,millesh01,P,NL,36,1,126,4,3,0,1,0,0,0,0,0,,Validation
2020,millety01,P,NL,2,1,15,0,2,0,0,0,0,0,0,0,,Training
2022,millety01,P,AL,4,2,32,1,2,0,1,0,0,0,0,0,,Training
2023,millety01,P,NL,10,0,46,0,1,0,0,0,0,0,0,0,,Validation
2016,millsal02,P,AL,3,0,10,1,1,0,0,0,0,0,0,0,,Training
2018,millsal02,P,NL,7,2,54,1,0,0,0,0,0,0,0,0,,Training
2019,millsal02,P,NL,9,4,108,1,3,0,0,0,0,0,0,0,,Training
2020,millsal02,P,NL,11,11,187,4,12,0,1,0,0,0,0,0,,Training
2021,millsal02,P,NL,32,20,357,9,13,1,2,0,0,0,0,0,,Training
2022,millsal02,P,NL,7,2,53,1,1,0,0,0,0,0,0,0,,Training
2023,millsal02,P,NL,1,0,3,0,0,0,0,0,0,0,0,0,,Validation
2014,millsbr02,P,AL,5,3,62,1,1,0,0,0,0,0,0,0,,Training
2015,millsbr02,P,AL,1,1,15,0,0,0,0,0,0,0,0,0,,Training
2021,millswy01,P,AL,11,0,38,1,2,0,0,0,0,0,0,0,,Training
2022,millswy01,P,AL,27,0,88,1,6,0,1,0,0,0,0,0,,Training
2017,milneho01,P,NL,37,0,94,3,8,0,1,0,0,0,0,0,,Training
2018,milneho01,P,AL,4,0,8,0,0,0,0,0,0,0,0,0,,Training
2018,milneho01,P,NL,10,0,14,1,0,0,0,0,0,0,0,0,,Training
2019,milneho01,P,AL,4,0,11,0,0,0,0,0,0,0,0,0,,Training
2020,milneho01,P,AL,19,0,40,1,1,0,1,0,0,0,0,0,,Training
2021,milneho01,P,NL,19,0,65,0,2,0,0,0,0,0,0,0,,Training
2022,milneho01,P,NL,67,0,194,4,10,0,1,0,0,0,0,0,,Training
2023,milneho01,P,NL,73,0,193,8,3,1,1,0,0,0,0,0,,Validation
2013,milonto01,P,AL,28,26,469,6,11,1,0,0,0,0,0,0,,Training
2014,milonto01,P,AL,22,21,354,5,18,1,2,0,0,0,0,0,,Training
2015,milonto01,P,AL,24,23,386,9,16,0,0,0,0,0,0,0,,Training
2016,milonto01,P,AL,19,12,208,3,12,0,0,0,0,0,0,0,,Training
2017,milonto01,P,NL,17,8,145,3,9,0,0,0,0,0,0,0,,Training
2018,milonto01,P,NL,5,4,79,0,2,0,0,0,0,0,0,0,,Training
2019,milonto01,P,AL,23,6,335,5,13,1,0,0,0,0,0,0,,Training
2020,milonto01,P,NL,3,3,29,0,1,0,0,0,0,0,0,0,,Training
2020,milonto01,P,AL,6,6,88,0,1,0,0,0,0,0,0,0,,Training
2021,milonto01,P,AL,6,1,42,1,0,0,0,0,0,0,0,0,,Training
2022,milonto01,P,AL,7,0,50,1,0,0,0,0,0,0,0,0,,Training
2023,milonto01,P,AL,2,2,27,0,1,0,0,0,0,0,0,0,,Validation
2016,minayju01,P,AL,11,0,31,0,0,0,0,0,0,0,0,0,,Training
2017,minayju01,P,AL,40,0,131,5,2,0,0,0,0,0,0,0,,Training
2018,minayju01,P,AL,52,0,140,4,2,3,0,0,0,0,0,0,,Training
2019,minayju01,P,AL,22,0,83,1,1,0,0,0,0,0,0,0,,Training
2021,minayju01,P,AL,29,0,120,2,4,0,0,0,0,0,0,0,,Training
2022,minayju01,P,AL,6,0,29,1,0,0,0,0,0,0,0,0,,Training
2013,minerza01,P,NL,16,3,86,1,5,0,1,0,0,0,0,0,,Training
2013,minormi01,P,NL,32,32,614,5,20,0,1,0,0,0,0,0,,Training
2014,minormi01,P,NL,25,25,436,4,15,0,0,0,0,0,0,0,,Training
2017,minormi01,P,AL,65,0,233,1,9,0,1,0,0,0,0,0,,Training
2018,minormi01,P,AL,28,28,471,5,18,2,0,0,0,0,0,0,,Training
2019,minormi01,P,AL,32,32,625,7,21,0,1,0,0,0,0,0,,Training
2020,minormi01,P,AL,12,11,170,4,6,1,0,0,0,0,0,0,,Training
2021,minormi01,P,AL,28,28,476,1,7,1,0,0,0,0,0,0,,Training
2022,minormi01,P,NL,19,19,294,4,5,0,1,0,0,0,0,0,,Training
2017,minteaj01,P,NL,16,0,45,1,0,0,0,0,0,0,0,0,,Training
2018,minteaj01,P,NL,65,0,184,0,3,0,1,0,0,0,0,0,,Training
2019,minteaj01,P,NL,36,0,88,0,4,0,0,0,0,0,0,0,,Training
2020,minteaj01,P,NL,22,0,65,0,4,0,0,0,0,0,0,0,,Training
2021,minteaj01,P,NL,61,0,157,3,5,2,0,0,0,0,0,0,,Training
2022,minteaj01,P,NL,75,0,210,2,4,0,0,0,0,0,0,0,,Training
2023,minteaj01,P,NL,70,0,194,1,5,0,0,0,0,0,0,0,,Validation
2016,miranar01,P,AL,12,10,174,3,1,1,0,0,0,0,0,0,,Training
2017,miranar01,P,AL,31,29,480,3,10,3,0,0,0,0,0,0,,Training
2018,miranar01,P,AL,1,1,15,0,0,0,0,0,0,0,0,0,,Training
2022,miranjo01,1B,AL,77,69,1786,505,28,3,45,0,0,0,0,0,,Training
2022,miranjo01,3B,AL,34,27,740,18,41,3,6,0,0,0,0,0,,Training
2023,miranjo01,3B,AL,38,35,916,17,62,5,4,0,0,0,0,0,,Validation
2023,miranjo01,1B,AL,2,0,7,3,0,0,1,0,0,0,0,0,,Validation
2020,misiean01,P,AL,21,0,60,2,1,0,0,0,0,0,0,0,,Training
2021,misiean01,P,AL,66,0,164,2,4,0,0,0,0,0,0,0,,Training
2022,misiean01,P,AL,32,0,87,1,2,0,0,0,0,0,0,0,,Training
2023,misiean01,P,AL,4,0,9,0,1,0,0,0,0,0,0,0,,Validation
2023,misiean01,P,NL,7,0,24,1,0,0,0,0,0,0,0,0,,Validation
2014,mitchbr01,P,AL,3,1,33,0,2,0,0,0,0,0,0,0,,Training
2015,mitchbr01,P,AL,20,2,89,1,3,0,0,0,0,0,0,0,,Training
2016,mitchbr01,P,AL,5,5,75,0,1,0,0,0,0,0,0,0,,Training
2017,mitchbr01,1B,AL,1,0,3,1,0,1,0,0,0,0,0,0,,Training
2017,mitchbr01,P,AL,20,1,98,1,5,3,0,0,0,0,0,0,,Training
2018,mitchbr01,P,NL,16,11,219,6,7,1,0,0,0,0,0,0,,Training
2021,mitchbr01,P,NL,2,0,12,0,1,0,0,0,0,0,0,0,,Training
2022,mitchca01,OF,NL,54,50,1284,86,1,2,1,0,0,0,0,0,,Training
2023,mitchca01,OF,NL,1,1,27,0,0,0,0,0,0,0,0,0,,Validation
2022,mitchga01,OF,NL,28,19,529,40,1,1,0,0,0,0,0,0,,Training
2023,mitchga01,OF,NL,19,17,467,46,0,0,0,0,0,0,0,0,,Validation
2020,mizeca01,P,AL,7,7,85,0,5,0,0,0,0,0,0,0,,Training
2021,mizeca01,P,AL,30,30,451,9,17,1,1,0,0,0,0,0,,Training
2022,mizeca01,P,AL,2,2,30,0,3,0,0,0,0,0,0,0,,Training
2023,mlodzca01,P,NL,35,1,108,5,3,0,0,0,0,0,0,0,,Validation
2013,molinjo01,C,AL,96,87,2248,674,34,4,5,8,0,56,23,0,,Training
2014,molinjo01,C,AL,80,70,1885,659,30,2,2,4,0,38,14,0,,Training
2013,molinya01,1B,NL,5,2,54,17,1,0,1,0,0,0,0,0,,Training
2013,molinya01,C,NL,131,129,3346,976,63,4,11,3,0,26,20,0,Gold Glove,Training
2014,molinya01,C,NL,107,106,2795,810,56,2,10,3,0,23,21,0,Gold Glove,Training
2014,molinya01,1B,NL,1,1,27,10,1,0,0,0,0,0,0,0,,Training
2015,molinya01,C,NL,134,131,3449,1064,56,7,9,4,0,37,26,0,Gold Glove,Training
2016,molinya01,C,NL,146,142,3655,1113,60,2,5,8,0,67,18,0,,Training
2016,molinya01,1B,NL,2,1,21,10,1,0,0,0,0,0,0,0,,Training
2017,molinya01,1B,NL,1,0,6,4,0,0,0,0,0,0,0,0,,Training
2017,molinya01,C,NL,133,133,3377,1082,55,7,13,6,0,43,24,0,,Training
2018,molinya01,C,NL,121,120,3053,966,42,2,8,4,0,27,12,0,Gold Glove,Training
2018,molinya01,1B,NL,5,0,36,9,2,1,3,0,0,0,0,0,,Training
2019,molinya01,C,NL,111,108,2818,916,30,1,5,4,0,22,8,0,,Training
2019,molinya01,3B,NL,1,0,3,0,0,0,0,0,0,0,0,0,,Training
2019,molinya01,1B,NL,4,0,24,6,0,0,1,0,0,0,0,0,,Training
2020,molinya01,1B,NL,2,0,15,3,0,0,0,0,0,0,0,0,,Training
2020,molinya01,C,NL,42,42,1012,307,16,5,1,3,0,6,5,0,,Training
2021,molinya01,C,NL,118,118,3004,869,49,3,10,6,0,26,18,0,,Training
2021,molinya01,1B,NL,1,0,9,1,1,0,0,0,0,0,0,0,,Training
2022,molinya01,1B,NL,1,0,3,0,0,0,0,0,0,0,0,0,,Training
2022,molinya01,P,NL,2,0,6,0,0,0,0,0,0,0,0,0,,Training
2022,molinya01,C,NL,77,71,1885,512,25,3,6,1,0,20,13,0,,Training
2016,molledu01,P,AL,4,0,25,1,2,0,0,0,0,0,0,0,,Training
2017,mollsa01,P,AL,11,0,20,0,1,0,0,0,0,0,0,0,,Training
2021,mollsa01,P,AL,8,0,31,0,3,0,0,0,0,0,0,0,,Training
2022,mollsa01,P,AL,53,0,130,2,4,2,0,0,0,0,0,0,,Training
2023,mollsa01,P,AL,45,1,113,2,5,0,0,0,0,0,0,0,,Validation
2023,mollsa01,P,NL,25,0,74,1,3,0,0,0,0,0,0,0,,Validation
2023,monasan01,3B,NL,56,51,1369,29,91,5,10,0,0,0,0,0,,Validation
2023,monasan01,2B,NL,32,21,591,40,57,1,19,0,0,0,0,0,,Validation
2023,monasan01,SS,NL,5,5,105,3,8,0,2,0,0,0,0,0,,Validation
2016,moncayo01,3B,AL,5,4,105,2,12,1,0,0,0,0,0,0,,Training
2017,moncayo01,2B,AL,54,54,1402,61,169,8,29,0,0,0,0,0,,Training
2018,moncayo01,2B,AL,149,148,3883,213,335,21,80,0,0,0,0,0,,Training
2019,moncayo01,3B,AL,129,129,3287,120,256,15,37,0,0,0,0,0,,Training
2020,moncayo01,3B,AL,52,51,1344,33,101,6,17,0,0,0,0,0,,Training
2021,moncayo01,3B,AL,138,138,3547,90,236,16,28,0,0,0,0,0,,Training
2022,moncayo01,3B,AL,101,98,2579,82,163,5,18,0,0,0,0,0,,Training
2023,moncayo01,3B,AL,90,87,2283,60,138,6,13,0,0,0,0,0,,Validation
2017,moncrca01,OF,NL,10,6,165,11,1,0,0,0,0,0,0,0,,Training
2016,mondera02,SS,AL,7,0,57,3,5,1,1,0,0,0,0,0,,Training
2016,mondera02,2B,AL,42,40,1064,75,96,3,23,0,0,0,0,0,,Training
2017,mondera02,SS,AL,9,0,76,7,9,1,1,0,0,0,0,0,,Training
2017,mondera02,2B,AL,14,13,367,24,30,0,12,0,0,0,0,0,,Training
2018,mondera02,2B,AL,12,11,294,19,30,0,8,0,0,0,0,0,,Training
2018,mondera02,SS,AL,61,58,1556,100,169,7,36,0,0,0,0,0,,Training
2019,mondera02,SS,AL,100,99,2558,147,286,7,66,0,0,0,0,0,,Training
2020,mondera02,SS,AL,59,59,1491,85,144,4,37,0,0,0,0,0,,Training
2021,mondera02,3B,AL,20,20,525,14,40,2,6,0,0,0,0,0,,Training
2021,mondera02,SS,AL,11,10,247,10,22,0,4,0,0,0,0,0,,Training
2022,mondera02,SS,AL,15,15,393,18,45,0,10,0,0,0,0,0,,Training
2022,mondona01,2B,AL,1,1,24,0,0,0,0,0,0,0,0,0,,Training
2013,moneljo01,C,NL,1,0,9,4,0,0,0,0,0,0,0,0,,Training
2015,moneljo01,C,NL,12,9,255,60,0,0,0,0,0,4,0,0,,Training
2020,moniami01,OF,NL,6,4,108,12,0,2,0,0,0,0,0,0,,Training
2021,moniami01,OF,NL,15,7,202,15,0,0,0,0,0,0,0,0,,Training
2022,moniami01,OF,NL,17,14,381,36,0,0,0,0,0,0,0,0,,Training
2022,moniami01,OF,AL,19,16,414,26,1,0,1,0,0,0,0,0,,Training
2023,moniami01,OF,AL,82,77,1992,168,1,4,0,0,0,0,0,0,,Validation
2015,montafr01,P,AL,7,2,45,0,1,0,0,0,0,0,0,0,,Training
2017,montafr01,P,AL,23,0,96,1,1,0,0,0,0,0,0,0,,Training
2018,montafr01,P,AL,13,11,195,0,5,0,0,0,0,0,0,0,,Training
2019,montafr01,P,AL,16,16,288,2,3,3,0,0,0,0,0,0,,Training
2020,montafr01,P,AL,11,11,159,3,1,0,0,0,0,0,0,0,,Training
2021,montafr01,P,AL,32,32,561,10,17,1,2,0,0,0,0,0,,Training
2022,montafr01,P,AL,27,27,433,10,8,1,1,0,0,0,0,0,,Training
2023,montafr01,P,AL,1,0,4,0,1,0,0,0,0,0,0,0,,Validation
2022,montebr01,P,NL,3,0,10,2,1,0,0,0,0,0,0,0,,Training
2023,monteco01,3B,NL,2,0,18,0,3,0,1,0,0,0,0,0,,Validation
2023,monteco01,2B,NL,15,10,279,19,27,1,11,0,0,0,0,0,,Validation
2023,monteco01,SS,NL,1,0,6,0,0,0,0,0,0,0,0,0,,Validation
2022,monteel01,1B,NL,16,12,345,100,10,1,10,0,0,0,0,0,,Training
2022,monteel01,3B,NL,23,21,546,13,37,3,5,0,0,0,0,0,,Training
2023,monteel01,1B,NL,55,53,1394,424,29,2,55,0,0,0,0,0,,Validation
2023,monteel01,3B,NL,12,11,267,4,14,3,2,0,0,0,0,0,,Validation
2013,monteje01,C,AL,26,25,676,207,11,1,0,3,0,23,1,0,,Training
2014,monteje01,1B,AL,1,1,18,8,0,0,0,0,0,0,0,0,,Training
2015,monteje01,1B,AL,27,25,567,181,5,1,18,0,0,0,0,0,,Training
2013,montemi01,C,NL,112,111,3020,823,70,5,5,9,0,31,15,0,,Training
2014,montemi01,C,NL,131,130,3456,1037,65,13,12,5,0,64,26,0,,Training
2015,montemi01,C,NL,109,90,2475,820,55,12,3,3,0,71,18,0,,Training
2016,montemi01,P,NL,1,0,4,0,0,0,0,0,0,0,0,0,,Training
2016,montemi01,C,NL,71,64,1675,550,37,7,2,4,0,59,7,0,,Training
2017,montemi01,1B,NL,1,0,6,2,0,0,0,0,0,0,0,0,,Training
2017,montemi01,C,AL,27,22,591,192,12,4,3,1,0,27,4,0,,Training
2017,montemi01,C,NL,29,28,646,205,12,2,0,0,0,31,1,0,,Training
2017,montemi01,P,NL,1,0,3,0,0,0,0,0,0,0,0,0,,Training
2018,montemi01,C,NL,4,3,81,28,0,0,0,1,0,1,0,0,,Training
2014,montera01,P,NL,10,8,133,2,6,0,1,0,0,0,0,0,,Training
2015,montera01,P,NL,5,1,30,2,1,0,0,0,0,0,0,0,,Training
2016,montera01,P,NL,9,3,57,0,2,0,0,0,0,0,0,0,,Training
2017,montera01,P,NL,34,18,357,4,13,0,1,0,0,0,0,0,,Training
2019,montera01,P,AL,22,0,87,4,3,0,1,0,0,0,0,0,,Training
2020,montera01,P,AL,17,0,53,2,0,0,0,0,0,0,0,0,,Training
2021,montera01,P,AL,44,0,148,4,5,0,1,0,0,0,0,0,,Training
2022,montera01,P,AL,71,0,205,2,6,1,1,0,0,0,0,0,,Training
2023,montera01,P,AL,68,0,202,2,8,0,1,0,0,0,0,0,,Validation
2017,montgjo01,P,AL,29,29,466,2,6,1,0,0,0,0,0,0,,Training
2018,montgjo01,P,AL,6,6,82,0,1,0,0,0,0,0,0,0,,Training
2019,montgjo01,P,AL,2,1,12,0,0,0,0,0,0,0,0,0,,Training
2020,montgjo01,P,AL,10,10,132,1,4,3,0,0,0,0,0,0,,Training
2021,montgjo01,P,AL,30,30,472,2,18,1,0,0,0,0,0,0,,Training
2022,montgjo01,P,NL,11,11,191,3,8,0,0,0,0,0,0,0,,Training
2022,montgjo01,P,AL,21,21,344,4,13,0,1,0,0,0,0,0,,Training
2023,montgjo01,P,NL,21,21,363,10,11,1,0,0,0,0,0,0,,Validation
2023,montgjo01,P,AL,11,11,203,4,4,0,0,0,0,0,0,0,,Validation
2015,montgmi01,P,AL,16,16,270,5,10,0,2,0,0,0,0,0,,Training
2016,montgmi01,P,NL,17,5,115,3,6,0,0,0,0,0,0,0,,Training
2016,montgmi01,P,AL,32,2,185,3,3,2,0,0,0,0,0,0,,Training
2017,montgmi01,P,NL,44,14,392,5,23,0,3,0,0,0,0,0,,Training
2018,montgmi01,P,NL,38,19,372,16,22,1,1,0,0,0,0,0,,Training
2019,montgmi01,P,NL,20,0,81,2,5,0,0,0,0,0,0,0,,Training
2019,montgmi01,P,AL,13,13,192,3,10,0,0,0,0,0,0,0,,Training
2020,montgmi01,P,AL,3,1,16,0,0,0,0,0,0,0,0,0,,Training
2013,montzlu01,1B,AL,1,0,3,0,0,0,0,0,0,0,0,0,,Training
2013,mooread01,C,AL,5,3,81,22,3,1,0,0,0,3,1,0,,Training
2014,mooread01,C,NL,1,1,27,8,0,0,0,0,0,0,0,0,,Training
2015,mooread01,C,AL,1,1,27,4,0,0,0,0,0,0,0,0,,Training
2016,mooread01,C,AL,9,1,64,21,2,1,1,0,0,2,2,0,,Training
2018,mooread01,C,AL,8,5,153,51,8,0,1,0,0,8,3,0,,Training
2017,moorean02,P,AL,11,9,177,4,6,0,0,0,0,0,0,0,,Training
2019,moorean02,P,AL,1,1,14,0,0,0,0,0,0,0,0,0,,Training
2019,mooredy01,OF,AL,45,26,757,63,0,2,0,0,0,0,0,0,,Training
2019,mooredy01,1B,AL,5,1,42,13,0,0,2,0,0,0,0,0,,Training
2019,mooredy01,3B,AL,14,5,184,7,11,3,3,0,0,0,0,0,,Training
2019,mooredy01,SS,AL,31,25,716,34,83,4,20,0,0,0,0,0,,Training
2019,mooredy01,2B,AL,18,10,330,19,39,0,10,0,0,0,0,0,,Training
2019,mooredy01,P,AL,1,0,3,0,0,0,0,0,0,0,0,0,,Training
2020,mooredy01,OF,AL,24,21,556,42,2,0,1,0,0,0,0,0,,Training
2020,mooredy01,1B,AL,3,2,63,20,0,0,3,0,0,0,0,0,,Training
2020,mooredy01,SS,AL,3,2,51,1,3,1,0,0,0,0,0,0,,Training
2020,mooredy01,2B,AL,10,10,243,20,25,2,4,0,0,0,0,0,,Training
2020,mooredy01,3B,AL,2,1,30,2,1,0,0,0,0,0,0,0,,Training
2021,mooredy01,OF,AL,57,39,1005,92,2,1,1,0,0,0,0,0,,Training
2021,mooredy01,3B,AL,10,4,144,5,15,0,0,0,0,0,0,0,,Training
2021,mooredy01,2B,AL,66,56,1522,92,137,3,36,0,0,0,0,0,,Training
2021,mooredy01,SS,AL,4,2,54,1,2,0,1,0,0,0,0,0,,Training
2022,mooredy01,3B,AL,2,0,6,0,0,0,0,0,0,0,0,0,,Training
2022,mooredy01,OF,AL,61,36,1019,94,3,0,0,0,0,0,0,0,,Training
2022,mooredy01,2B,AL,12,8,192,11,18,0,5,0,0,0,0,0,,Training
2022,mooredy01,1B,AL,8,3,103,30,0,0,5,0,0,0,0,0,,Training
2022,mooredy01,SS,AL,26,17,522,23,38,1,6,0,0,0,0,0,,Training
